clock_time,od_600nm,strain,carbon_source,replicate,date,elapsed_time_hr
2022-10-31 13:30:00,0.333,WT,glucose,2022-06-24,0.7666666666666667
2022-10-31 12:44:00,0.157,WT,glucose,2022-06-25,0.0
2022-10-31 13:12:00,0.23,WT,glucose,2022-06-25,0.4666666666666667
2022-10-31 13:30:00,0.3,WT,glucose,2022-06-25,0.7666666666666667
2022-10-31 13:47:00,0.394,WT,glucose,2022-06-25,1.05
2022-10-31 03:05:00,0.042,WT,glucoseCAA,2020-07-27,0.0
2022-10-31 03:20:00,0.051,WT,glucoseCAA,2020-07-27,0.25
2022-10-31 03:35:00,0.07,WT,glucoseCAA,2020-07-27,0.5
2022-10-31 03:51:00,0.091,WT,glucoseCAA,2020-07-27,0.7666666666666667
2022-10-31 04:01:00,0.112,WT,glucoseCAA,2020-07-27,0.9333333333333333
2022-10-31 04:13:00,0.147,WT,glucoseCAA,2020-07-27,1.1333333333333335
2022-10-31 04:30:00,0.218,WT,glucoseCAA,2020-07-27,1.4166666666666667
2022-10-31 04:45:00,0.314,WT,glucoseCAA,2020-07-27,1.6666666666666667
2022-10-31 13:05:00,0.067,WT,glucoseCAA,2020-08-03,0.0
2022-10-31 13:18:00,0.096,WT,glucoseCAA,2020-08-03,0.21666666666666667
2022-10-31 13:32:00,0.12,WT,glucoseCAA,2020-08-03,0.45
2022-10-31 13:58:00,0.194,WT,glucoseCAA,2020-08-03,0.8833333333333333
2022-10-31 14:05:00,0.227,WT,glucoseCAA,2020-08-03,1.0
2022-10-31 14:09:00,0.244,WT,glucoseCAA,2020-08-03,1.0666666666666669
2022-10-31 14:18:00,0.294,WT,glucoseCAA,2020-08-03,1.2166666666666666
2022-10-31 14:30:00,0.376,WT,glucoseCAA,2020-08-03,1.4166666666666667
2022-10-31 12:20:00,0.042,WT,glucoseCAA,2020-08-04,0.0
2022-10-31 13:03:00,0.097,WT,glucoseCAA,2020-08-04,0.7166666666666667
2022-10-31 13:26:00,0.157,WT,glucoseCAA,2020-08-04,1.1
2022-10-31 13:50:00,0.237,WT,glucoseCAA,2020-08-04,1.5
2022-10-31 13:55:00,0.251,WT,glucoseCAA,2020-08-04,1.5833333333333333
2022-10-31 14:10:00,0.308,WT,glucoseCAA,2020-08-04,1.8333333333333333
2022-10-31 14:42:00,0.055,WT,glucoseCAA,2020-09-13,0.0
2022-10-31 15:05:00,0.099,WT,glucoseCAA,2020-09-13,0.38333333333333336
2022-10-31 15:18:00,0.113,WT,glucoseCAA,2020-09-13,0.6
2022-10-31 15:28:00,0.136,WT,glucoseCAA,2020-09-13,0.7666666666666667
2022-10-31 15:43:00,0.19,WT,glucoseCAA,2020-09-13,1.0166666666666668
2022-10-31 15:55:00,0.247,WT,glucoseCAA,2020-09-13,1.2166666666666666
2022-10-31 16:07:00,0.315,WT,glucoseCAA,2020-09-13,1.4166666666666667
2022-10-31 16:14:00,0.364,WT,glucoseCAA,2020-09-13,1.5333333333333334
2022-10-31 12:30:00,0.064,WT,glucoseCAA,2021-09-02,0.0
2022-10-31 12:49:00,0.098,WT,glucoseCAA,2021-09-02,0.31666666666666665
2022-10-31 13:20:00,0.188,WT,glucoseCAA,2021-09-02,0.8333333333333334
2022-10-31 13:40:00,0.267,WT,glucoseCAA,2021-09-02,1.1666666666666667
2022-10-31 12:30:00,0.064,WT,glucoseCAA,2021-09-14,0.0
2022-10-31 12:49:00,0.098,WT,glucoseCAA,2021-09-14,0.31666666666666665
2022-10-31 13:20:00,0.188,WT,glucoseCAA,2021-09-14,0.8333333333333334
2022-10-31 13:40:00,0.267,WT,glucoseCAA,2021-09-14,1.1666666666666667
2022-10-31 15:45:00,0.133,WT,glucoseCAA,2021-09-29,0.0
2022-10-31 16:32:00,0.329,WT,glucoseCAA,2021-09-29,0.7833333333333333
2022-10-31 13:20:00,0.087,WT,glucoseCAA,2022-03-14,0.0
2022-10-31 13:34:00,0.12,WT,glucoseCAA,2022-03-14,0.23333333333333334
2022-10-31 13:46:00,0.154,WT,glucoseCAA,2022-03-14,0.43333333333333335
2022-10-31 14:02:00,0.198,WT,glucoseCAA,2022-03-14,0.7
2022-10-31 14:22:00,0.279,WT,glucoseCAA,2022-03-14,1.0333333333333334
2022-10-31 14:30:00,0.326,WT,glucoseCAA,2022-03-14,1.1666666666666667
2022-10-31 14:38:00,0.377,WT,glucoseCAA,2022-03-14,1.3
2022-10-31 11:53:00,0.112,WT,glucoseCAA,2022-03-15,0.0
2022-10-31 12:15:00,0.173,WT,glucoseCAA,2022-03-15,0.36666666666666664
2022-10-31 12:25:00,0.205,WT,glucoseCAA,2022-03-15,0.5333333333333334
2022-10-31 12:47:00,0.316,WT,glucoseCAA,2022-03-15,0.9
2022-10-31 13:02:00,0.042,WT,glycerol,2020-07-10,0.0
2022-10-31 13:32:00,0.06,WT,glycerol,2020-07-10,0.5
2022-10-31 14:17:00,0.1,WT,glycerol,2020-07-10,1.25
2022-10-31 14:46:00,0.138,WT,glycerol,2020-07-10,1.7333333333333334
2022-10-31 15:05:00,0.171,WT,glycerol,2020-07-10,2.0500000000000003
2022-10-31 15:21:00,0.206,WT,glycerol,2020-07-10,2.316666666666667
2022-10-31 15:32:00,0.234,WT,glycerol,2020-07-10,2.5
2022-10-31 15:43:00,0.263,WT,glycerol,2020-07-10,2.683333333333333
2022-10-31 15:53:00,0.294,WT,glycerol,2020-07-10,2.85
2022-10-31 16:05:00,0.337,WT,glycerol,2020-07-10,3.05
2022-10-31 16:12:00,0.365,WT,glycerol,2020-07-10,3.1666666666666665
2022-10-31 12:18:00,0.046,WT,glycerol,2020-08-03,0.0
2022-10-31 12:43:00,0.062,WT,glycerol,2020-08-03,0.4166666666666667
2022-10-31 13:15:00,0.091,WT,glycerol,2020-08-03,0.95
2022-10-31 14:00:00,0.151,WT,glycerol,2020-08-03,1.7
2022-10-31 14:31:00,0.211,WT,glycerol,2020-08-03,2.216666666666667
2022-10-31 14:47:00,0.254,WT,glycerol,2020-08-03,2.4833333333333334
2022-10-31 15:28:00,0.374,WT,glycerol,2020-08-03,3.1666666666666665
2022-10-31 10:23:00,0.054,WT,glycerol,2020-08-04,0.0
2022-10-31 11:00:00,0.087,WT,glycerol,2020-08-04,0.6166666666666667
2022-10-31 11:24:00,0.135,WT,glycerol,2020-08-04,1.0166666666666668
2022-10-31 11:54:00,0.19,WT,glycerol,2020-08-04,1.5166666666666666
2022-10-31 12:22:00,0.228,WT,glycerol,2020-08-04,1.9833333333333334
2022-10-31 13:04:00,0.287,WT,glycerol,2020-08-04,2.683333333333333
2022-10-31 13:28:00,0.315,WT,glycerol,2020-08-04,3.0833333333333335
2022-10-31 13:52:00,0.043,WT,glycerol,2020-09-13,0.0
2022-10-31 14:16:00,0.055,WT,glycerol,2020-09-13,0.4
2022-10-31 15:06:00,0.098,WT,glycerol,2020-09-13,1.2333333333333334
2022-10-31 15:44:00,0.152,WT,glycerol,2020-09-13,1.8666666666666667
2022-10-31 16:16:00,0.222,WT,glycerol,2020-09-13,2.4
2022-10-31 16:27:00,0.253,WT,glycerol,2020-09-13,2.5833333333333335
2022-10-31 16:55:00,0.348,WT,glycerol,2020-09-13,3.05
2022-10-31 12:30:00,0.049,WT,glycerol,2021-09-02,0.0
2022-10-31 12:49:00,0.061,WT,glycerol,2021-09-02,0.31666666666666665
2022-10-31 13:20:00,0.084,WT,glycerol,2021-09-02,0.8333333333333334
2022-10-31 14:20:00,0.15,WT,glycerol,2021-09-02,1.8333333333333333
2022-10-31 14:56:00,0.209,WT,glycerol,2021-09-02,2.433333333333333
2022-10-31 15:14:00,0.259,WT,glycerol,2021-09-02,2.7333333333333334
2022-10-31 15:24:00,0.282,WT,glycerol,2021-09-02,2.9
2022-10-31 15:58:00,0.397,WT,glycerol,2021-09-02,3.466666666666667
2022-10-31 12:30:00,0.049,WT,glycerol,2021-09-14,0.0
2022-10-31 12:49:00,0.061,WT,glycerol,2021-09-14,0.31666666666666665
2022-10-31 13:20:00,0.084,WT,glycerol,2021-09-14,0.8333333333333334
2022-10-31 14:20:00,0.15,WT,glycerol,2021-09-14,1.8333333333333333
2022-10-31 14:56:00,0.209,WT,glycerol,2021-09-14,2.433333333333333
2022-10-31 15:14:00,0.259,WT,glycerol,2021-09-14,2.7333333333333334
2022-10-31 15:24:00,0.282,WT,glycerol,2021-09-14,2.9
2022-10-31 15:58:00,0.397,WT,glycerol,2021-09-14,3.466666666666667
2022-10-31 13:00:00,0.183,WT,glycerol,2022-03-14,0.0
2022-10-31 13:15:00,0.209,WT,glycerol,2022-03-14,0.25
2022-10-31 13:30:00,0.244,WT,glycerol,2022-03-14,0.5
2022-10-31 13:45:00,0.278,WT,glycerol,2022-03-14,0.75
2022-10-31 14:00:00,0.336,WT,glycerol,2022-03-14,1.0
2022-10-31 12:25:00,0.05,WT,glycerol,2022-03-15,0.0
2022-10-31 13:05:00,0.072,WT,glycerol,2022-03-15,0.6666666666666666
2022-10-31 14:03:00,0.136,WT,glycerol,2022-03-15,1.6333333333333333
2022-10-31 14:42:00,0.192,WT,glycerol,2022-03-15,2.283333333333333
2022-10-31 15:24:00,0.293,WT,glycerol,2022-03-15,2.9833333333333334
2022-10-31 14:00:00,0.103,WT,sorbitol,2020-11-20,0.0
2022-10-31 14:15:00,0.121,WT,sorbitol,2020-11-20,0.25
2022-10-31 15:00:00,0.173,WT,sorbitol,2020-11-20,1.0
2022-10-31 15:45:00,0.252,WT,sorbitol,2020-11-20,1.75
2022-10-31 16:12:00,0.321,WT,sorbitol,2020-11-20,2.2
2022-10-31 16:40:00,0.39,WT,sorbitol,2020-11-20,2.6666666666666665
2022-10-31 12:30:00,0.153,WT,sorbitol,2021-09-02,0.0
2022-10-31 12:49:00,0.18,WT,sorbitol,2021-09-02,0.31666666666666665
2022-10-31 13:20:00,0.227,WT,sorbitol,2021-09-02,0.8333333333333334
2022-10-31 13:40:00,0.253,WT,sorbitol,2021-09-02,1.1666666666666667
2022-10-31 14:20:00,0.334,WT,sorbitol,2021-09-02,1.8333333333333333
2022-10-31 12:30:00,0.153,WT,sorbitol,2021-09-14,0.0
2022-10-31 12:49:00,0.18,WT,sorbitol,2021-09-14,0.31666666666666665
2022-10-31 13:20:00,0.227,WT,sorbitol,2021-09-14,0.8333333333333334
2022-10-31 13:40:00,0.253,WT,sorbitol,2021-09-14,1.1666666666666667
2022-10-31 14:20:00,0.334,WT,sorbitol,2021-09-14,1.8333333333333333
